CompanyName,JobTitle,DatePosted,JobType,Status,Country,City,Region,MinimumExperience,MaximumExperience,MinimumSalary,MaximumSalary,EducationLevel,CareerLevel,JobDescription,JobRequirements,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMX Studio,Data Engineer,01/09/2023,Full Time,Open,Egypt,Giza,Dokki,2,4,null,null,null,Experienced (Non-Manager),"As a Data Software Engineer, you will play a crucial role in the development, implementation, and maintenance of data-driven solutions within our organization. Your primary responsibility will be to design, build, and optimize data pipelines, databases, and applications to enable effective data management and analysis.
 
Responsibilities
:
Data Integration and Pipeline Development: Design, develop, and maintain data integration processes and ETL (Extract, Transform, Load) pipelines to collect, cleanse, and transform data from various sources into a unified and accessible format.
Database Design and Optimization: Create and maintain scalable databases that can efficiently store and retrieve large volumes of data. Implement indexing, partitioning, and other performance optimization techniques to ensure data accessibility and speed.
Data Analysis and Reporting: Utilize SQL and other data analysis tools to conduct in-depth data analysis and generate valuable insights for the business stakeholders. Develop and maintain interactive dashboards and reports for data visualization and decision-making.
Data Quality Assurance: Implement data quality checks and validation processes to ensure the accuracy, completeness, and consistency of data across systems.
Software Development: Collaborate with software engineers to integrate data-related functionalities into existing applications or develop new data-driven software solutions.
Data Security and Privacy: Ensure compliance with data security and privacy regulations, implement data access controls, and handle sensitive data appropriately.
Performance Monitoring and Troubleshooting: Monitor data pipelines and databases to identify performance bottlenecks, resolve data-related issues, and optimize system performance.
Research and Evaluation: Stay up-to-date with industry trends, emerging technologies, and best practices in data engineering and analysis. Evaluate and recommend appropriate tools and technologies for data-related projects.
Collaboration and Communication: Work closely with cross-functional teams, including products managers, business analysts, and stakeholders, to understand data requirements and deliver data solutions that meet business 
needs
 
 ","Qualifications:
Bachelor's or Master's degree in Computer Science, Software Engineering, Data Science, or a related field.
Proven experience in data engineering, software development, and data analysis, preferably in a business or industry setting.
Strong proficiency in SQL and database management systems (e.g., MySQL, PostgreSQL, Oracle).
Proficiency in at least one programming language for software development (e.g., Python, Java, Scala).
Experience with data integration tools and ETL frameworks (e.g., Apache Spark, Apache Airflow).
 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESLSCA University,"Specialist , IT Support",01/09/2023,Full Time,Open,Egypt,Cairo,null,1,4,null,null,null,Experienced (Non-Manager),"Location:             Pyramids Heights/ Heliopolis
Reports to:          
Manager, IT Support
Purpose
:   Responsible for maintaining a smooth operation of all IT related devices & systems in the university by providing all initial technical support to Faculty, Students & Staff and troubleshooting technical issues through designated personnel.
 
Principal Accountabilities:
 
Technically prepares, and installs all newly acquired computers, Printers/photocopiers, internet routers and servers.
Keeps track and handles the inventory of all IT related hardware in addition to reporting it on regular basis or as required.
Ensures maintenance of all IT related systems in terms of software and hardware.
Responds to all employees software and hardware inquiries resolving related problems.
Checks on servers, internet routers and access points on daily basis to ensure proper operation.
Acts as the contacts person and as a liaison between Faculty, Students & Staff and the designated personnel for technical issues, regarding networks, enterprise applications or other systems.
Attends to any additional tasks requested by Direct Supervisor.
 ","Minimum education requirement:        
BA in any relevant field
Experience
:    
1-4 years of experience in Help Desk & IT Support
Skills: 
Very Good communication skills 
Very Good proficiency of English Language
Very Good Customer Service skills
Very Good troubleshooting & Problem Solving Skills
 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Advanced ,Senior Ruby on Rails,01/09/2023,Full Time,Open,Egypt,Cairo,Nasr City,4,10,null,null,null,Experienced (Non-Manager),"We are looking to hire a talented Ruby on Rails developer to join our team. You will be responsible for developing and maintaining the server-side logic for the central database, testing performance, and troubleshooting while adhering to the best practices for REST APIs.
To ensure success as a ruby on rails developer, you should have extensive experience working with ruby and back-end integration techniques. Ultimately, a top-level ruby on rails developer can create clean, functional code that perfectly suits the needs of the company.","Bachelor's degree or equivalent in Computer Science
Mid-Level (at least 4-6 years of experience)
Writing clean, maintainable and efficient Ruby code.
Follow best practices. (test-driven development, continuous integration, SCRUM, refactoring and code standards)
Integrating with the APIs of various 3rd-party service providers (payment gateways, email marketing, Facebook Conversions API, Google Analytics, etc..)
Source code versioning with Git.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolf,Quality control,01/09/2023,Full Time,Open,Egypt,Cairo,Heliopolis,2,5,null,null,null,Experienced (Non-Manager),"● Inspect buildings and the surrounding environment for signs of pest infestation
● Determine the type of treatment needed to eliminate pests
● Take the required measurement of the area in need of treatment
● Estimate the cost of services rendered to clients or customers
● Use different pest control methods such as the setting of traps or baits to remove or kill pests
● Apply pesticide safely in buildings or structures and the surrounding environment","Proven work experience as a Pest Control Technician or similar role
Must possess physical stamina and be able to withstand harsh conditions
Ability to stand for an extended period of time and work in uncomfortable environments
Must be detailed oriented and be able to follow detailed instructions in applying pesticide to avoid harm to the client and self
Must possess good customer service skills and be customer-focused
Strong ability to keep good records of hours worked, chemicals used and payment collected
High school diploma or equivalent preferred",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bevatel,Senior Ruby Developer,01/09/2023,Full Time,Open,Egypt,Giza,Dokki,3,5,null,null,null,Experienced (Non-Manager),"Collaborating with the development team to design and develop high-quality software applications
Taking the lead in designing, building, and maintaining reliable Ruby on Rails based systems
Developing features and functionalities that adhere to industry standards and best practices
Ensuring the codebase is clean, scalable, and maintainable
Participating in code reviews to ensure code quality and standards are met
Conducting debugging and testing of applications as required
Providing technical guidance to other team members and ensuring that the team adheres to development best practices
 ","Over 3-5 years of experience in Ruby on Rails development
Proven experience in leading the team
Strong problem-solving and analytical skills
Solid background in Postgresql and AWS
Strong knowledge in Rspec for testing + Sidekiq
Excellent communication and collaboration skills",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bevatel,Sales Specialist (Digital Marketing and Software Solutions),01/09/2023,Full Time,Open,Egypt,Giza,Dokki,2,3,null,null,Bachelor's Degree,Experienced (Non-Manager),"Software Sales Specialist is required to join Ocoda Company for Software and Digital Marketing Solutions (a partner company with Bevatel)
- Maintain full lifecycle of sales process from prospecting to closure.
- Managing and retaining relationships with existing clients.
- Increasing client base.
- Having an in-depth knowledge of business products and value proposition.
- Identifying and mapping business strengths and customer needs.
- Offer necessary product knowledge and technical expertise translating into successful sales.
- Publish go-to-market strategy setting up product positioning, target customers and end users.
- Suggest new product concepts, enhancements and potential new partnerships.
- Determine, advise and close software sales agreements with company executives.
- Update on product information, pricing and contract terms.
- Handle in-depth knowledge of products and technologies, competitors and market conditions.
- Manage industries competitive knowledge to leverage sales cycle","- BSc/BA in business administration, sales or relevant field.
- Previous experience in the Saudi market.
- Proven sales track record and Experience working to and exceeding targets specially in software sales.
- The ability to self-motivate and motivate a team.
- Market knowledge.
- Time management and planning skills.
- Excellent communication and negotiation skills.
- Experience with design and implementation of business development strategy.
- Strong presentation skills.
- Proficiency in MS Office and CRM software (e.g., Salesforce).
- Proficiency in English.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safa Soft,System Administrator/DevOps Engineer,01/09/2023,Full Time,Open,Egypt,Cairo,Maadi,3,5,null,null,null,Experienced (Non-Manager),"We are seeking a qualified System Administrator/DevOps engineer who knows Docker inside and out. They will be responsible for defining and implementing our containerization technology strategies. They will also design our architecture and define our roadmap. The candidate will work on building, scaling, and monitoring various highly complex applications of ours, and making our container orchestration cluster highly available.
He must have knowledge about container orchestration tools like Kubernetes and logging/monitoring tools for these orchestration tools. They will also be responsible for building and improving our application CI/CD pipelines and keeping themselves and their team up-to-date with the latest industry trends and technologies. Also has excellent communication, people and problem solving skills. Reporting to the Software Development Department, perform both technical and administrative tasks to ensure functionality and efficiency of computer and network systems.
Responsibilities
Implement and improve monitoring and alerting.
Build and maintain highly available systems on Kubernetes.
Implement and manage CI/CD pipelines.
Implement an auto-scaling system for our Kubernetes nodes.
Ability to work with agile development teams.
Demonstrated proficiency with automated configuration management tools (Puppet, Ansible, Chef)
Ensure security through access controls, backups and firewalls.
Upgrade systems with new releases and models. 
Responsible for application administration activities in support of development, user acceptance test and production systems supporting web-deployed applications
Monitoring internal and production hosts using Nagios, Cacti, and other application performance monitoring systems.
Working with Developers and other Engineers in troubleshooting internal production issues.
Performing network and operational tasks in the internal and production systems.
Scripting operational tasks for faster and less error-prone execution.
Working with the Operations and Product Development teams in continually improving the company’s automated software deployment process.
Maintaining and evolving the security infrastructure on both internal and production environments.
Working with the Operations and Product Development teams in continually improving the company’s automated software deployment process.
Maintaining and evolving the security infrastructure on both internal and production environments.","Operations or systems administration experience, particularly on Linux.
At least 3 years of experience with Kubernetes, Docker, and/or cloud deployment technologies.
Experience with container networking on Docker.
Experience with application deployment by using CI/CD.
Experience with monitoring tools like Prometheus, Grafana, Datadog, etc.
Experience with alerting tools like OpsGenie, PagerDuty, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ebla,Java Developer - Back End,01/09/2023,Full Time,Open,Egypt,Cairo,Nasr City,3,null,30000,45000,Bachelor's Degree,Experienced (Non-Manager),"Collaborate with the rest of the team to design and launch new features.
Maintain code integrity and organization.
Understanding and implementation of business, security and data protection.
Highly experienced with back-end JAVA programming language and Spring framework.
Can continue working on other developers code.","Highly experienced with JAVA 8 EE (3+ years)
Highly experienced with Spring framework and Spring boot
Highly experienced with Hibernate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PyramidBITS,B2B Sales Executive,01/09/2023,Full Time,Open,Egypt,Cairo,Maadi,1,3,null,null,null,Experienced (Non-Manager),"We are seeking a dynamic and results-driven B2B Sales Executive to join our team. The ideal candidate will be responsible for identifying and pursuing new business opportunities, building strong client relationships, and driving revenue growth. The B2B Sales Executive will play a crucial role in expanding our customer base and promoting our digital transformation and IT services across Egypt and the MENA region.
Benefits
-Competitive Salary Package: We offer a competitive salary that reflects your skills, experience, and contributions to the company. We believe in recognizing and rewarding top talent.
 
-Commission Structure: In addition to your base salary, we offer a commission structure that rewards your sales achievements. As a Sales Executive, you will have the opportunity to earn commissions based on your performance, providing an extra incentive to drive results.
 
-Performance-Based Bonuses: We believe in recognizing and celebrating exceptional performance. As part of our commitment to employee motivation, we offer performance-based bonuses to individuals who consistently exceed targets and contribute significantly to the company's growth.
 
-Professional Development: We are committed to the growth and development of our employees. As a Sales Executive, you will have access to ongoing training and development opportunities to enhance your skills and stay updated with industry trends. We encourage continuous learning and support your professional aspirations.
 
-Opportunity for Career Advancement: We believe in promoting from within and providing our employees with opportunities to advance their careers. As you demonstrate your capabilities and achieve results, you will have the chance to take on higher-level roles and responsibilities within the organization.
 
Work-Life Balance: We understand the importance of maintaining a healthy work-life balance. We strive to provide a supportive and flexible work environment that allows you to excel in your role while taking care of your personal commitments.
 
Collaborative and Positive Culture: We foster a culture of collaboration, teamwork, and positivity. We believe in open communication, mutual respect, and celebrating successes together. You will be part of a dynamic and diverse team that values innovation, creativity, and continuous improvement.
 
 ","Requirements
-Bachelor's degree in Business Administration, Marketing, or a related field.
 
-Proven track record of achieving sales targets and driving business growth, preferably in the IT or digital transformation industry.
 
-Strong knowledge of the Egyptian market and industry trends.
 
-Excellent communication and interpersonal skills, with the ability to build rapport and trust with clients.
 
-Self-motivated and goal-oriented, with a passion for sales and business development.
 
-Ability to work independently and as part of a team, managing multiple priorities and meeting deadlines.
 
-Proficiency in MS Office and CRM software.
 
-Fluency in English and Arabic is required.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
webSTDY,Technical Lead Full Stack,01/09/2023,Full Time,Open,Egypt,Giza,Mohandessin,5,7,null,null,null,Experienced (Non-Manager),"Work with development teams and product managers to ideate software solutions
Experience in PHP/Laravel minimum 5 years.
Experience in front-end minimum 4 years.
Experience in MySQL.
Experience in Azure devOps.
Ability to review developers' code.
Design client-side and server-side architecture
Build the front-end of applications through appealing visual design
Develop and manage well-functioning databases and applications
Write effective APIs
Test software to ensure responsiveness and efficiency
Troubleshoot, debug, and upgrade software
Create security and data protection settings
Build features and applications with a mobile responsive design
Work with data scientists and analysts to improve software
Should be able to understand the requirements & Develop web applications.
Trains, coaches, and guides software developers for best development practices.
Ability to work on multiple projects at the same time and complete tasks in a timely manner.
Ensures the quality of the software product.
Write technical documentation.","Proven experience as a Full Stack Developer or similar role
Experience developing desktop and mobile applications
Familiarity with common stacks
Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)
Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)
Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache), and UI/UX design
Excellent communication and teamwork skills
Great attention to detail
Organizational skills
An analytical mind
Degree in Computer Science, Statistics or a relevant field
Ability to develop and execute a technical vision focusing on business value.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
webSTDY,Software Tester,01/09/2023,Full Time,Open,Egypt,Giza,Mohandessin,1,3,null,null,Bachelor's Degree,Entry Level (Junior Level / Fresh Grad),"Writing clear bug reports
Testing software releases by executing assigned tests
Experience in both Mobile & Web Testing & APIs
Tracks defects and helps troubleshoot errors
Reporting overall project status and generating statistics
Contribute in Improving Test Process
Review and analyze system specifications
Execute test cases (manual or automated) and analyze results
Evaluate product code according to specifications
Help troubleshoot issues
Conduct post-release/ post-implementation testing
Work with cross-functional teams to ensure quality throughout the software development lifecycle
 ","A bachelor's degree in computer science, engineering, or related field.
[2 - 5] years of experience
Good working knowledge of test management software, and QA methodologies.
Excellent attention to detail to identify defects including Functional/ Non-Functional defects
Ability to handle multiple tasks simultaneously
ISTQB Certification is preferred
Good team working and critical thinking skills.
Good organizational skills and a detail-oriented mindset
Work on multiple projects at one time
Familiarity with Agile frameworks and regression testing is a plus
Ability to document and troubleshoot errors
Working knowledge of test management software (e.g. qTest, Zephyr) and SQL
Excellent communication skills
Attention to detail
Analytical mind and problem-solving aptitude
Strong organizational skills
 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
webSTDY,Senior PHP / Laravel Developer,01/09/2023,Full Time,Open,Egypt,Giza,Mohandessin,3,null,null,null,Bachelor's Degree,Experienced (Non-Manager),"About the job
Translate concepts into user flows, wire-frames and prototypes that lead to intuitive user experience
Perform complex analysis, designing and programming to meet business requirements
Define specifications for complex software programming applications
Analyse, design and modifications and changes to existing systems to enhance performance
Integration of user-facing elements developed by front-end developers.
Build efficient, testable, and reusable PHP modules.
Monitor security and perform all necessary updates.
Integration with external APIs and payment gateways as needed.
Keep abreast of new trends and best practices in web development.
Write “clean”, well-designed code
Produce detailed specifications
Troubleshoot, test and maintain the core product software and databases to ensure strong optimization and functionality
Contribute in all phases of the development lifecycle
Follow industry best practices
Develop and deploy new features to facilitate related procedures and tools if necessary ","Proven software development experience in PHP
BS/MS degree in Computer Science, Engineering, or a related subject.
Minimum 5 years of experience in developing PHP applications using the latest technologies
Previous working experience as a PHP/Laravel developer.
In-depth knowledge of object-oriented PHP and Laravel 9.* PHP Framework.
Hands-on experience with SQL schema design, SOLID principles, REST API design
Software testing tools (PHPUnit).
Experience working with Docker
Experience working with Linux environment
MySQL profiling and query optimization.
Understanding fundamental design principles behind a scalable application.
Integration of multiple data sources and databases into one system.
Strong knowledge of the common PHP or web server exploits and their solutions.
Proficient understanding of code versioning tools, such as Git.
Familiar with Linux servers, Nginx configuration, caching mechanisms
Understanding of front-end technologies, such as JavaScript, vue js , HTML5, CSS3, bootstrap.
Excellent command of English
Excellent project and time management skills.
Strong problem solving and verbal and written communication skills.
Familiarity with JavaScript including Node.JS is a plus.
Demonstrable knowledge of web technologies including HTML, CSS, Javascript, AJAX etc
Internally motivated, able to work proficiently both independently and in a team environment.
Good knowledge of relational databases, version control tools and of developing web services
Experience in common third-party APIs (Google, Facebook, Ebay etc)
Passion for best design and coding practices and a desire to develop new bold ideas
 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZINAD IT,Project Manager,01/09/2023,Full Time,Open,Egypt,Giza,6th of October,1,3,null,null,null,Experienced (Non-Manager),"Coordinate internal resources and third parties/vendors for the flawless execution of multiple projects
Ensure that all projects are delivered on-time, within scope and within budget
Assist in the definition of project scope and objectives, involving all relevant internal stakeholders and ensuring technical feasibility
Ensure resource availability and allocation
Develop a detailed project plan to monitor and track progress
Manage changes to the project scope, project schedule, and project costs using appropriate verification techniques
Measure performance using appropriate project management tools and techniques
Report and escalate to management as needed
Manage the relationship with the client and relevant stakeholders
Perform risk management to minimize potential risks
Establish and maintain relationships with third parties/vendors
Create and maintain comprehensive project documentation
Meet with clients to take detailed ordering briefs and clarify specific requirements of each project
Delegate project tasks based on junior staff members' individual strengths, skill sets, and experience levels
Track project performance, specifically to analyze the successful completion of short and long-term goals
Meet budgetary objectives and make adjustments to project constraints based on financial analysis
Develop comprehensive project plans to be shared with clients as well as other staff members
Use and continually develop leadership skills
Attend conferences and training as required to maintain proficiency
Perform other related duties as assigned
Develop spreadsheets, diagrams and process maps to document needs","Proven working experience in project management
Excellent client-facing and internal communication skills
Excellent written and verbal communication skills
Solid organizational skills including attention to detail and multitasking skills
Strong working knowledge of Microsoft Office
Project Management Professional (PMP) / PRINCE II certification is a plus
Bachelor's Degree in appropriate field of study or equivalent work experience
Experience with project management software tools
Skills:
Developing and Tracking Budgets
Coaching
Supervision
Staffing
Project Management
Management
Process Improvement
Planning
Performance Management
Inventory Control
Verbal Communication
Written Communication
Leadership
Detail-Oriented
Risk Management
Negotiation
Cost Control
Critical Thinking
Communication
Problem Solving
Analytical Skills
Technical Skills",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ditech Egypt,Senior Full Stack Developer 23012,01/09/2023,Full Time,Open,Egypt,Cairo,null,4,null,null,null,Bachelor's Degree,Experienced (Non-Manager),"Job Summery:
A highly skilled computer programmer who is proficient with both front and back end programming. He/ She must be an expert in developing and designing front end web architecture, ensuring the responsiveness of applications and working alongside graphic designers for web design features, among other duties. He/ She will be required to overview a project from conception to final product, requiring good organizational skills and attention to detail. Devising a project plan including the project timeline.
KEY RESULTS AREAS (RESPONSIBILITIES):
Developing front end website architecture
Designing user interactions on web pages
Developing back end website applications
Creating servers and databases for functionality
Working alongside graphic designers for web design feature
Seeing through a project from conception to finished product
Designing and developing the dashboard
Dynamic presentation of high-volume data using charts
Strong understanding of UI/ UX, and assuring a better UI/UX;
Designing and developing APIs
Review and estimate requirements while working with your team to plan agile sprints related to application and process development roadmaps
Commit and organize source code in GitHub enterprise
Meeting both technical and consumer needs
Staying abreast of developments in web applications and programming languages
Test applications, software, and websites","WORK EXPERIENCE:
Minimum 7 years of experience in both front end and backend technologies
Experience in architecting modern, scalable and high performing full stack web applications
Database management experience with MySQL, PostgreSQL, Oracle and Elastic Search
SPECIFIC SKILLS:
Must have knowledge of front-end technologies like:
JavaScript, TypeScript and SCSS
Foundation, Bootstrap and other CSS (Bootstrap and other frameworks)
JavaScript frameworks like ReactJS, VueJS
 
Knowledge of back-end technologies like:
.NET , C#
MySQL, PostgreSQL, Oracle, and MongoDB.
Apache, Nginx, ISS, Springboot, FastAPI, etc.
API design and development
Elasticsearch, Redis
Big data technologies
An idea candidate must be:
Ability to work under high pressure and complete project under tight deadlines
Comfortable multi-tasking and working as part of a global team, as well as working independently and taking ownership
Adaptive to ambiguity and willing to change in a fast-paced environment
Strong organizational and project management skills
Team management and coordination
Stellar visual skills and attention to detail
Understanding of CI/ CD, Docker, Kubernetes and an appreciation for DevOps techniques
Excellent verbal communication skills
Good problem-solving skills",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ditech Egypt,Application Support Engineer23013,01/09/2023,Full Time,Open,Egypt,Cairo,Nasr City,2,7,null,null,null,Experienced (Non-Manager),"Logging all relevant incident/service request details, allocating categorization and prioritization codes
Providing first-line investigation and diagnosis
Resolving those incidents/service requests they are able
Escalating incidents/service requests that they cannot resolve within agreed timescales
Following up till the closure of the incident with second- and third-line support
Keeping users informed of progress
Closing all resolved incidents, requests and other calls
Conducting customer/user satisfaction call-backs/surveys as agreed
Communication with users – keeping them informed of incident progress, notifying them of impending changes or agreed outages.
Communicate with the software Developers and Engineers to address any Problem in the Program Logic.
Improve the business Process by integration.
Keep track on integration projects and ensure that they meet business.
Identify and resolve the system issues.
Problem Solving, Support IT teams on problems.
Monitor and maintain computer systems and networks
Provide clients with technical support as needed and relay information to our development teams for ongoing maintenance and update needs
Optimize applications by integrating new technologies and performing upgrades
Contribute to sales presentations, as well as demonstrating prototypes and completed applications
Perform diagnostic tests and debugging procedures while improving code and re-designing tasks
Generate ideas for software innovation based on market trends
Document development processes, procedures and application version histories
Keep up with advancements in application engineering and new technologies","Experience +3 years  in similar role.
Previous Experience in SQL Database is a Must.
Previous Experience with IIS is a must.
Knowledge with software development, ASP. Net Core is a big plus. 
Proven work experience as an Application Engineer or similar role
Extensive experience in deploying, optimizing and maintaining software
Excellent analytical and problem-solving abilities
Superb collaboration and communication
Great organization and time management
Familiar with web application and scripting languages.
Deep Knowledge of windows server 2016 &2019.
Solid Knowledge of best practices in IT administration and system security (Preferred ).
Bachelor’s Degree in computer science, information Technology, information systems or similar .
Relevant training and/or certifications as an Application Engineer",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seoudi Supermarket,Senior Back-end Developer (Magento),01/09/2023,Full Time,Open,Egypt,Giza,Sheikh Zayed,2,5,null,null,null,Experienced (Non-Manager),"Back-end developer will be responsible for the server side of eCommerce and internal applications in our organization.
He will work closely with our product managers and IT Team to meet our organization marketing calendar.
Excellent programming skills is highly requested for this position holder to deliver new applications, improve existing applications, enhance user experience, do necessary unit testing, manage vendors and ensure system stability
Job Description:
-Focus on application development lifecycle besides performance optimization 
-Be the focal point and collaborate with Front-end developers to integrate frontend applications with server side components
-Develop needed reusable components and write clean code to develop organization  applications using cutting-edge technologies
-Do the needed troubleshooting and applications debugging
-Develop needed automated test scripts and ensure smooth deployment
-Prepare requirements, design and impact analysis documents
-Provide necessary training and support to internal teams
-Collaborate with internal teams(Product Managers, Developers, Designers and Administrators) to introduce new features for organization applications 
 ","Job Requirement:
-Proven work experience as a Back-end developer (Minimum of 3 Years of Experience in backend development)
-Experience in the following domains/platforms/technologies:
-PHP and Laravel frameworks
-Magento (At least 2 years of experience)
-Integration with different databases (e.g. MariaDB, Postgres, MySQL)
-Work with third-party REST and GraphQL APIs
-Unit testing with Javascript
-Deep understanding of the whole web development process (design, development and deployment)
-Hands on experience with programming languages like PHP, Java, Ruby and Python
-Working knowledge of CMS framework
-Familiarity with front-end languages (e.g. HTML, JavaScript and CSS)
-Excellent analytical and time management skills
-Teamwork skills with a problem-solving attitude
-BSc degree in Engineering, Computer Science or relevant field",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lumin,Solution Architect - Part Time,01/09/2023,Part Time,Open,Egypt,Giza,Sheikh Zayed,5,null,null,null,Bachelor's Degree,Experienced (Non-Manager),"Brief: 
We are looking for an experienced Software Architect to make intuitive high level decisions for software development. You will see the “big picture” and create architectural approaches for software design and implementation to guide the development team.
The ideal candidates have a strong technical background and experience in .NET Framework. They are experienced in designing and possess ability to develop a unified vision for software characteristics and functions.
The goal is to provide a framework for the development of a software or system that will result in high quality solutions.
If you’re also familiar with Agile methodologies, holding a strong background designing scalable systems and enjoying providing end-to-end solutions to software problems, we’d like to meet you.
Responsibilities
:
Collaborate with other professionals to determine functional and non-functional requirements for new software or applications
Use tools and methodologies to create representations for functions and user interface of desired product
Develop high-level product specifications with attention to system integration and feasibility
Define all aspects of development from appropriate technology and workflow to coding standards
Communicate successfully all concepts and guidelines to development team
Oversee progress of development team to ensure consistency with initial design
Provide technical guidance and coaching to developers and engineers
Ensure software meets all requirements of quality, security, modifiability, extensibility etc.
Approve final product before launch","Qualifications & Experience:
Bachelor in Software Engineer or Computer Science.
A minimum of 7+ Years of experience in related field/needed technology as a software architect.
Culturally fitting with the company’s standards and profile.
Adapting to dynamic work environment.
Possess general programming skills & SDLC.
Fluent English speaker
Job Requirements
Proven experience as software architect
Experience in software development and coding in various languages (C#, .NET, Java etc.)
Excellent knowledge of software and application design and architecture
Excellent knowledge of cloud architecture
Excellent knowledge of UML and other modeling methods
Excellent knowledge of security measurements and metrics of software application design
High level of comfort communicating effectively across internal and external organizations
A technical mindset with great attention to detail
Outstanding communication and presentation abilities
Experience in microservices, CQRS ,Event sourcing, SOA, SAGA and DDD
Experience in  docker and Kubernetes
Experience in big data such as MongoDb
Experience in search engines such as Elastic Search ,solr,..etc
Experience in sharepoint server is a plus
Agile certificate is a plus
TOGAF certificate is a big plus",,,,,,,,,,,,,,,,,,,,,,,,,,,,
egabi solutions,Sr .Net Developer,01/09/2023,Full Time,Open,Egypt,Cairo,null,2,8,null,null,Bachelor's Degree,Experienced (Non-Manager),"Design, develop, enhance and implement new or existing Front End software using Angular. 
Develop backend services using .Net Core.
Able to write Stored Procedures and write complex SQL queries. 
Able to research, test and build using new products based on client requirements.","3+ years working with C#, ASP.NET, WCF, SQL Server Development, Entity Framework, Windows Services, JavaScript, JQuery, HTML, CSS, Bootstrap, MS Reporting Services
Experience in .Net Core, Angular JS, Angular
Comprehensive understanding of object-oriented and service-oriented application development techniques and theories
Solid experience with (NTier & Onion) architectures
Experience with (CQRS) Architecture
Experience with debugging, performance profiling and optimization",,,,,,,,,,,,,,,,,,,,,,,,,,,,
egabi solutions,QA Engineer,01/09/2023,Full Time,Open,Egypt,Cairo,null,1,3,null,null,Bachelor's Degree,Experienced (Non-Manager),"Develop tests, and execute functional, application, and regression based tests. Contribute to the automation framework where required.
Produce required documentation regarding testing methodology and testing results. Record, analyze and report on automation test results and complex issues. Review existing code and make valuable suggestions to enhance existing projects.
Support product and environments by leading or contributing to regression activities, bringing knowledge of tools and methodologies to the task.
Interact with the QA and product development team to understand product requirements.
Ensure proper version control and configuration management of all test objects developed and test environments used
Review, prioritize and negotiate work content, timelines and deliverables with key groups
Work to implement and improve documented standards, guidelines and best practices for Automation","Bachelors degree in Computer Science or related field/ITI.
1 to 3 years of experience in QC.
Experience with test automation using Jenkin and Appium or Selenium.
Testing analysis.
Test execution.
ISTQB foundation certified.
Experience in API testing (integration test).",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDI,Unity Developer -Part Time,01/09/2023,Full Time,Open,Egypt,Giza,Dokki,3,null,null,null,Bachelor's Degree,Experienced (Non-Manager),"We are seeking a Unity developer responsible for building games for various mobile platforms based on the Unity framework. Your primary responsibilities will be to implement game functionality translating design ideas, concepts, and requirements into a functional and engaging game. A commitment to collaborative problem solving, sophisticated design, and a quality product are essential.
Responsibilities
Implement game functionality as per communicated design
Translate design specification into functional game
Communicate with other team members to establish effective pipeline and integrate media assets
Design, build, and maintain efficient, reusable, and reliable code
Ensure the best possible performance, quality, and responsiveness of applications
Identify bottlenecks and bugs, and devise solutions to address and mitigate these problems
Help maintain code quality, organization, and automatization","Minimum 3 years of experience as a Unity Developer
Excellent knowledge of Unity, including experience with scripting, textures, animation, GUI styles, and user session management
Familiarity with level design and planning
Experience with game physics and particle systems
Experience in delivering mobile games for Android / iOS
Experience optimizing memory and space usage
Prior experience with a well-known mobile title is a significant plus
Ability to constantly learn and stay in touch with evolving game standards
Strong understanding of object-oriented programming
Familiarity with current design and architectural patterns
Knack for writing clean, readable, and easily maintainable code",,,,,,,,,,,,,,,,,,,,,,,,,,,,
